common_name,latin_name,ecoregion,ecoregion_url,plant_url
Douglas Fir,Pseudotsuga menziesii,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/douglas-fir/
Coastal Wallflower,Erysimum capitatum,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
White Yarrow,Achillea millefolium,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/white-yarrow/
Desert or Globe Mallow,Sphaeralcea ambigua,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/desert-or-globe-mallow/
Tahoka Daisy,Machaeranthera tanacetifolia,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/tahoka-daisy/
Desert Marigold,Baileya multiradiata,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/desert-marigold/
Goodding’s Willow,Salix gooddingii,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/gooddings-willow/
Coyote Willow,Salix exigua,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/coyote-willow/
Ponderosa Pine,Pinus ponderosa,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Eastern Cottonwood,Populus deltoides,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Arroyo Willow,Salix lasiolepis,10.2 - Warm Deserts,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-2-warm-deserts,https://homegrownnationalpark.org/news/plant/arroyo-willow/
Coastal Wallflower,Erysimum capitatum,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
White Yarrow,Achillea millefolium,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/white-yarrow/
Pacific Aster,Symphyotrichum chilense,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/pacific-aster/
Lacy Phacelia or Fiddleneck,Phacelia tanacetifolia,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/lacy-phacelia-or-fiddleneck/
Nuttall’s Sunflower,Helianthus nuttallii,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/nuttalls-sunflower/
Common Sunflower,Helianthus annuus,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/common-sunflower/
Bigelow’s Sneezeweed,Helenium bigelovii,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/bigelows-sneezeweed/
Great Valley Gumplant,Grindelia camporum,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/great-valley-gumplant/
Cobweb Thistle,Cirsium occidentale,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/cobweb-thistle/
Western Columbine,Aquilegia formosa,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/western-columbine/
Goodding’s Willow,Salix gooddingii,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/gooddings-willow/
Deerbrush,Ceanothus integerrimus,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/deerbrush/
White Alder,Alnus rhombifolia,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/white-alder/
Coyote Willow,Salix exigua,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/coyote-willow/
Buckbrush,Ceanothus cuneatus,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/buckbrush/
Bigleaf Maple,Acer macrophyllum,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/bigleaf-maple/
American or Quaking Aspen,Populus tremuloides,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Eastern Cottonwood,Populus deltoides,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Arroyo Willow,Salix lasiolepis,11.1 - Mediterranean California,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=11-1-mediterranean-california,https://homegrownnationalpark.org/news/plant/arroyo-willow/
Scarlet Strawberry,Fragaria virginiana,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Coastal Wallflower,Erysimum capitatum,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
White Yarrow,Achillea millefolium,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/white-yarrow/
Fleabane Daisy,Erigeron speciosus,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/fleabane-daisy/
Desert or Globe Mallow,Sphaeralcea ambigua,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/desert-or-globe-mallow/
Mexican Hat Plant,Ratibida columnifera,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Silvery Lupine,Lupinus argenteus,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/silvery-lupine/
Tahoka Daisy,Machaeranthera tanacetifolia,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/tahoka-daisy/
Nuttall’s Sunflower,Helianthus nuttallii,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/nuttalls-sunflower/
Desert Marigold,Baileya multiradiata,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/desert-marigold/
Goodding’s Willow,Salix gooddingii,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/gooddings-willow/
Deerbrush,Ceanothus integerrimus,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/deerbrush/
Limber Pine,Pinus flexilis,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/limber-pine/
Coyote Willow,Salix exigua,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/coyote-willow/
Ponderosa Pine,Pinus ponderosa,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Eastern Cottonwood,Populus deltoides,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Arroyo Willow,Salix lasiolepis,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/arroyo-willow/
Douglas Fir,Pseudotsuga menziesii,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/douglas-fir/
Black Cherry,Prunus serotina,12.1 - Western Sierra Madre Piedmont,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=12-1-western-sierra-madre-piedmont,https://homegrownnationalpark.org/news/plant/black-cherry/
Scarlet Strawberry,Fragaria virginiana,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Spotted Joe-Pye Weed,Eutrochium maculatum,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/spotted-joe-pye-weed/
Coastal Wallflower,Erysimum capitatum,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Shrubby Cinquefoil,Dasiphora fruticosa,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Fireweed,Chamaenerion angustifolium,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/white-yarrow/
First Snow Heath Aster,Symphyotrichum ericoides,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/first-snow-heath-aster/
Fleabane Daisy,Erigeron speciosus,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/fleabane-daisy/
Cutleaf Coneflower,Rudbeckia laciniata,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/cutleaf-coneflower/
Mexican Hat Plant,Ratibida columnifera,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Silvery Lupine,Lupinus argenteus,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/silvery-lupine/
Tahoka Daisy,Machaeranthera tanacetifolia,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/tahoka-daisy/
Hairy False Goldenaster,Heterotheca villosa,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Desert Marigold,Baileya multiradiata,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/desert-marigold/
Goodding’s Willow,Salix gooddingii,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/gooddings-willow/
Deerbrush,Ceanothus integerrimus,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/deerbrush/
Limber Pine,Pinus flexilis,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/limber-pine/
Coyote Willow,Salix exigua,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/coyote-willow/
Chokecherry,Prunus virginiana,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/chokecherry/
White Fir,Abies concolor,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/white-fir/
Ponderosa Pine,Pinus ponderosa,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Eastern Cottonwood,Populus deltoides,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Arroyo Willow,Salix lasiolepis,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/arroyo-willow/
Douglas Fir,Pseudotsuga menziesii,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/douglas-fir/
Black Cherry,Prunus serotina,13.1 - Upper Gila Mountains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=13-1-upper-gila-mountains,https://homegrownnationalpark.org/news/plant/black-cherry/
Late Boneset,Eupatorium serotinum,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/late-boneset/
Black-Eyed Susan,Rudbeckia hirta,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Sand Laurel Oak,Quercus hemisphaerica,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/sand-laurel-oak/
Northern Highbush Blueberry,Vaccinium coymbosum,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/northern-highbush-blueberry/
Southern Wax Myrtle,Myrica ceifera,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/southern-wax-myrtle/
Gumbo-Limbo,Bursera simaruba,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/gumbo-limbo/
Carolina Cherry Laurel,Prunus caroliniana,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/carolina-cherry-laurel/
Slash Pine,Pinus elliottii,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/slash-pine/
Saltbush,Baccharis halimifolia,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/saltbush/
Wild Coffee,Psychotria nervosa,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/wild-coffee/
Southern Live Oak,Quercus virginiana,15.4 - Everglades,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=15-4-everglades,https://homegrownnationalpark.org/news/plant/southern-live-oak/
